title,location,year,month,day,event
Zeugma (city),37.0583331 37.86582987,218,0,0,"Diadumenianus, son of Macrinus, escapes to the Parthian court, but is captured at Zeugma and also put to death."
Cappadocia,38.668997324 34.836829986,218,6,8,"June 8—Battle of Antioch: Elagabalus defeats with support of the Syrian legions the forces of Macrinus. He flees, but is captured near Chalcedon and later executed in Cappadocia."
India,21 78,219,0,0,"The reign of Pulona, Satavahana king of Andhra, begins in India."
Battle of Mount Dingjun,32.874329836 103.858829898,219,0,0,The Battle of Mount Dingjun ends with Liu Bei emerging victorious. He declares himself king of Hanzhong afterwards.
Sichuan,30.0 103.0,219,0,0,General Cao Cao controls the Huang He basin and north of the country. General Sun Quan seizes southernmost China.  Liu Bei controls the province of Sichuan.
India,21 78,220,0,0,An Indian delegation visits the Roman emperor Elagabalus.
Persepolis,29.933996264 52.888163114,220,0,0,"King Ardashir I, founder of the Sassanid Dynasty, gains support from some Parthian sub-kings and revolts against the rule of Vologases VI. Ardashir, a grandson of Sasan, rules Persis since 208 and six years ago gained control of the region surrounding of Persepolis."
Han Dynasty,34.153499386 108.941162902,220,0,0,"Three Kingdoms: The northern part of China is under the control of Cao Cao, Imperial Chancellor and ruler of the Kingdom of Wei. When he dies his son Cao Pi succeeds to the throne and proclaims himself emperor of Wei. This symbolizing the end of the Han Dynasty, former emperor Han Xiandi is renamed Duke of Shanyang."
Sichuan,30.0 103.0,221,0,0,"Liu Bei, Chinese warlord and descendant of the royal family of the Han Dynasty, proclaims himself emperor in Sichuan and establish the Kingdom of Shu Han. Three kingdoms arise – the Wei in the north, the Wu in the south and the Shu Han in the west."
China,35.0 105.0,222,0,0,"Three Kingdoms: Kingdom of Wu is established in China. Emperor Liu Bei invades with a army (100,000 men) the border of Eastern Wu in the Battle of Yiling to retake the Jing province. However, because of a tactical mistake, Liu Bei's military camps are destroyed by forces of Sun Quan."
Trastevere,41.885663124 12.459331496,222,10,14,"October 14—Pope Callixtus I is killed by a mob in Rome's Trastevere after a 5-year reign in which he has stabilized the Saturday fast three times per year, with no food, oil, or wine to be consumed on those days. Callixtus is succeeded by cardinal Urban I."
Baidicheng,31.0433 109.57,223,0,0,"Three Kingdoms: Emperor Liu Bei of the Shu Han becomes ill and dies at Baidicheng. He is succeeded by his son, Liu Shan. Imperial Chancellor, Zhuge Liang, makes peace with the Wu Empire."
Shushtar,32.0499998 48.8499966,224,0,0,"King Ardashir I defeats Artabanus IV at Hormizdegan (modern Shushtar), destroying the Parthian Empire and establishing the Sassanid dynasty. Artabanus's brother Vologases VI will continue to rule with Armenian and Kushan support over outlying parts of Parthia."
China,35.0 105.0,226,0,0,"A merchant from the Roman Empire called Qin Lun by the Chinese, arrives in Jiaozhi (modern Hanoi) and is taken to see Sun Quan, king of Eastern Wu, who requests him to make a report on his native country and people. He is given an escort for the return trip including a present of ten male and ten female blackish-coloured dwarfs. However, the officer in charge of the Chinese escort dies and Qin Lun has to continue his journey home alone."
Ireland,53 -7,227,0,0,Ireland—The rule of High King Cormac mac Airt begins (approximate).
Libya,27.4 17.6,227,0,0,"Roman Empire—Seius Sallustius is executed for the attempted murder of his son-in-law Emperor Alexander Severus. Sallustius' daughter, as well Alexander's wife, Sallustia Orbiana, is exiled in Libya."
Persian Gulf,26.902829722 51.541831166,227,0,0,"King Ardashir I, ruler of Persia, annexes his new empire from the east to the northwest. He conquers with his army the provinces of Chorasmia, Sistan and the island Bahrain in the Persian Gulf. The kings of the Kushan Empire and Turan recognise Ardashir as their overlord."
China,35.0 105.0,228,0,0,The Battle of Jieting and the Battle of Shiting are fought in China.
Nanjing,32.0499998 118.7666636,229,0,0,"Sun Quan formally declares himself emperor of the Kingdom of Wu. Jiankang (modern Nanjing) is founded, the independent kingdoms in Cambodia and Laos become Eastern Wu vassals."
Taiwan,23.7666636 121.0,229,0,0,"Wu merchants reached Vietnam, ocean transport is improved to an extent that sea journeys are made to Manchuria and the island of Taiwan."
Cappadocia,38.668997324 34.836829986,230,0,0,"King Ardashir I, ruler of the Persia, invades the Roman province of Mesopotamia and unsuccessfully besiege the fortress town of Nisibis (Turkey). His army threatens the border outposts of Syria and Cappadocia."
Antioch,36.1999992 36.1499994,230,0,0,"Alexander Severus assembled the Roman army and establish his headquarters at Antioch. He makes an attempt for diplomatic solutions, but the Persians decline and choose for war."
Ctesiphon,33.089499642 44.5749977,232,0,0,"Roman–Persian Wars: Emperor Alexander Severus launches a three-pronged counterattack against the Persian forces of king Ardashir I, who have invaded Mesopotamia. However, the Roman army advancing through Armenia is halted. Alexander gives the order to march to the capital at Ctesiphon, but the Romans are defeated and withdraw to Syria. The result is a acceptance of the ''status quo'' and after heavy losses on both sides, a truce is signed."
India,21 78,232,0,0,Relics of St. Thomas are brought to Edessa from India.
Rhine,51.975329432 4.08916631,233,0,0,"Emperor Alexander Severus celebrates a triumph in Rome to observe his victory last year over the Persians. He is soon summoned to the Rhine frontier, where the Alamanni invades Swabia. German tribes destroying Roman forts and plunder the countryside at the ''Limes Germanicus''."
Rhine,51.975329432 4.08916631,234,0,0,"Emperor Alexander Severus and his mother Julia Mamaea move to Moguntiacum (modern Mainz), the capital of Germania Superior. His generals planned an military offensive and built a bridge across the Rhine. Alexander prefers to negotiates for peace by buying off the Alemanni. This policy outrage the Roman legions and he lost his trust by the troops."
Sirmium,44.9833294 19.6166642,236,0,0,Maximinus campaigns against Dacians and Sarmatians from his supply depot at Sirmium.
Rhine,51.975329432 4.08916631,237,0,0,"Emperor Maximinus Thrax campaings on the rivers Danube and Rhine in Germania, defeating the Alemanni and never visits Rome. He is accepted by the Roman Senate, but taxes the rich aristocracy heavily and engenders such hostility among them that they plot against him."
Italy,41.8999964 12.4833314,238,0,0,"Maximinus advances to the town Aquileia in northern Italy, his army suffers from famine and disease, while the city is besieged. Soldiers of Legio II ''Parthica'' killed him in his tent, along with his son Maximinus (who is appointed co-emperor). Their corpses are decapitated and their heads carried to Rome."
Colosseum,41.8874314503 12.4886930452,238,0,0,The Colosseum is restored after being damaged.
Anatolia,39 32,238,0,0,"The Goths, coming from Ukraine, cross the Danube and devastate the Roman Empire up to the border with Anatolia."
Taiwan,23.7666636 121.0,239,0,0,A Chinese expeditionary force discovers the island of Taiwan.
Rhine,51.975329432 4.08916631,240,0,0,"The Roman Empire is threatned on several fronts at the same time.  Africa revolts and tribes in northwest Germania, under the name of the Franks, are raiding the Rhine frontier."
Hatra,35.5666644 42.6999972,240,0,0,"Ardashir I, Sassanid king of Persia, destroys Hatra."
Ctesiphon,33.089499642 44.5749977,240,0,0,"At the court of Ardashir I, Mani, a young mystic of Ctesiphon, proclaims himself a prophet and preaches his doctrine, Manichaeism, throughout the Persian Empire."
Antioch,36.1999992 36.1499994,241,0,0,Winter—Emperor Gordian III reaches Antioch and prepares with his army a offensive against the Persians.
Ireland,53 -7,241,11,1,November 1—The Battle of Samhain is fought in Ireland.
India,21 78,242,0,0,"Emperor Gordian III begins a campaign against king Shapur I, the Greek philosopher Plotinus joins him and hopes to obtain first-hand knowledge of Persian and Indian philosophies."
Bosporan Kingdom,45.255998976 37.037333184,242,0,0,"Gordian III evacuates the Cimmerian cities in the Bosphorus (Crimea), as the territory is now controlled by the Goths."
Nusaybin,37.0666664 41.2166658,242,0,0,"Shapur I makes a pre-emptive attack on Antioch to drive out the Romans. Gordian's father-in-law, Timesitheus, leads a Roman army to defeat the Persians at Carrhae and Nisibis."
Iraq,33.0 44.0,244,0,0,Battle of Misiche: King Shapur I delivers a counter-attack near Fallujah (Iraq) and defeats the Roman army upstream of the Euphrates.
Shahba,32.85249659 36.62416417,244,0,0,"Philip the Arab constructs the city of Shahba (Syria), the province of his birth. The Persians occupied Armenia."
Goguryeo,41.037333184 126.668663992,244,0,0,"Guanqiu Jian of Cao Wei invades Goguryeo, devastating their capital."
Antioch,36.1999992 36.1499994,244,0,0,"Plotinus, Greek philosopher, escapes the bloodshed that accompanies the murder of Gordianus III and makes his way to Antioch. Back to Rome he founds his Neoplatonist school and attracts students like Porphyry, Castricius Firmus and Eustochius of Alexandria."
National Museum of Damascus,33.5075413032 36.2873588506,244,0,0,"244–245 – House-synagogue, Dura-Europos, Syria, is built. It is reconstructed in the National Museum of Damascus (Syria)."
Carchemish,36.824496702 38.008999964,244,2,11,February 11—Emperor Gordian III is murdered by mutinous soldiers in Zaitha (Mesopotamia). A mound is raised at Carchemish in his memory.
Lincolnshire,53.0666664 -0.1833326,245,0,0,In Britain many thousands of acres of what is now Lincolnshire are inundated by a great flood.
China,35.0 105.0,245,0,0,"Trieu Thi Trinh, a Vietnamese warrior, begins her three year resistance against the invading Chinese."
Korea,38.3166654 127.2333324,246,0,0,"The Korean Baekje kingdom, under King Goi, attacks the Chinese command of Daifang."
Syria (Roman province),36.1999992 36.1499994,248,0,0,"The revolts of Pacatianus in Moesia and Iotapianus in Syria are put down by senator Decius, by order of emperor Philip the Arab."
Carthage,36.851829926 10.320498718,248,0,0,Cyprian becomes bishop of Carthage.
Italy,41.8999964 12.4833314,249,0,0,"Trajan Decius puts down a revolt in Moesia and Pannonia. Loyal legionaries proclaim him emperor and he leads them into Italy. At a battle at Verona, he defeats and kills Philip the Arab."
Alexandria,31.198 29.9192,249,0,0,"In Alexandria, the populace pillages the homes of Christians."
Plovdiv,42.1499994 24.749997,250,0,0,"The Goths under king Cniva invade Moesia. They cross the Danube and lay siege to Philippopolis (modern Plovdiv). After a long resistance, Cniva conquers the city and slaying one hundred thousand inhabitants."
Donau-Ries,48.83 10.67,250,0,0,The Alamanni drive the Romans from the modern area of Donau-Ries.
Red Sea,22.0 38.0,250,0,0,The Kingdom of Aksum (Axum) takes control of commerce on the Red Sea.
Oaxaca,16.892163098 -96.408498366,250,0,0,Teotihuacán is rebuilt as a four-quartered cosmogram by Zapotec architects brought from Monte Albán in Oaxaca.
Antioch,36.1999992 36.1499994,251,0,0,"The Sassanid king, Shapur I, orders an invasion of the Roman East with the intent of finally capturing the jewel of Syria, Antioch (251–254)."
Battle of Abrittus,43.51 26.54,251,7,1,"July 1—In the Battle of Abrittus, the Goths defeat emperor Decius and his son Herennius Etruscus on swampy ground in the Dobrudja (Moesia)."
Iran,32 53,252,0,0,"Shapur I, king of Persia, puts the revolt in Khorasan (Iran) down and rejoines with his army. He invades Armenia and appoints his son Hormizd Ardashir as the new Armenian king. Georgia submits peacefully to Shapur I, and is made an special province in the Persian Empire."
Rhine,51.975329432 4.08916631,253,0,0,"Aemilianus is murdered at Spoletium and Publius Valerianus, age 60, is recognised as new emperor by the Rhine legions. He gives his son Publius Licinius Egnatius Gallienus the title ''Augustus''. Valerianus I dispatches him to the Danube where the Goths are violating the treaty signed with Rome and invade Moesia."
British Isles,54 -4,255,0,0,"Cyprian, bishop of Carthage, describes in ''De Mortalitate'' a pandemic which starts in Ethiopia. Symptoms include diarrhea and vomiting, an ulcerated sore throat, high fever, and gangrenous hands and feet. The pandemic passes through Egypt and extends through Europe to the British Isles."
Rhine,51.975329432 4.08916631,256,0,0,"The Franks cross the Rhine, the Alamanni reach Milan."
Antioch,36.1999992 36.1499994,256,0,0,King Shapur I invades Mesopotamia and Syria. He conquers and plunders Antioch.
China,35.0 105.0,256,0,0,"Peace and unity are finally restored in China with the victories of the Wei Kingdom in the north. The ruling dynasty is worn out by war, and the kingdom is ruled by ministers on their behalf."
Alexandria,31.198 29.9192,256,0,0,"The great pandemic of the Roman world strikes violently in Pontus on the Black Sea and causes enormous loss of life in Alexandria, encouraging thousands to embrace Christianity."
Carthage,36.851829926 10.320498718,256,0,0,"Pope Stephen I threatens to excommunicate Cyprian, bishop of Carthage, and other bishops in Africa and Asia Minor unless they stop rebaptizing heretics. Cyprian attacks the pope in a treatise which gains support from the Council of Carthage. He sends envoys to Rome, raising the specter of a schism between the Roman and Carthaginian Churches."
Iller,48.375498498 9.970496118,257,0,0,In Bavaria the ''Limes Germanicus'' (Upper Raetian Limes) along the river Iller is abandoned by the Romans.
Sirmium,44.9833294 19.6166642,257,0,0,"Valerian, under guardianship of Ingenuus, is established at Sirmium (Pannonia) to represent the Roman  government in the troubled Illyrian provinces."
Antioch,36.1999992 36.1499994,257,0,0,Emperor Valerian recovers Antioch in Syria from the Persian king Shapur I.
Black Sea,44 35,257,0,0,The Goths build a fleet on the Black Sea.
Trabzon,41.0 39.7333304,258,0,0,The Goths ravage Asia Minor and Trabzon.
Carthage,36.851829926 10.320498718,258,0,0,"Cyprian, the bishop of Carthage, is martyred (decapitation)."
China,35.0 105.0,258,0,0,"Nanjing University is founded in Nanjing, China."
Edessa Mesopotamia,37.1499994 38.7999968,259,0,0,"Emperor Valerian leads an army (70,000 men) to relieve Edessa, besieged by the forces of king Shapur I. An outbreak of a   plague kills many legionaries, weakening the Roman position in Syria."
Mediolanum,45.4590698304 9.1750242999,259,0,0,"Battle of Mediolanum: A Germanic confederation, the Alamanni (300,000 warriors), who crossed the Alps are defeated by Roman legions under Gallienus near Mediolanum (modern Milan)."
Nehardea,33.373831838 43.709497162,259,0,0,"Mesopotania: Odaenathus, the ruler of the kingdom of Palmyra, sacks the city of Nehardea, destroying its great yeshiva."
Band-e Kaisar,32.053723 48.848687,260,0,0,Shapur I sends Valerian to Bishapur and used the captured Roman army for engineering plans. They constructed the ''Band-e Kaisar'' (Bridge of Valerian).
Rhine,51.975329432 4.08916631,260,0,0,"Gallienus established himself at Mediolanum (modern Milan), he reorganizes the army supported by elite cavalry and dispatch troops to the Rhine frontier."
Scheldt,51.425164966 3.523997904,260,0,0,The Franks take control over the Scheldt estuary (approximate date).
Palmyrene Empire,34.555997776 38.266998932,260,0,0,"Syria, Egypt and Palestine break off from the Roman Empire to form the Persian-supported Palmyrene Empire."
Palmyra,34.555997776 38.266998932,261,0,0,"Gallienus usurpers: The rebellion of Macrianus Major, Macrianus Minor, and Quietus against Gallienus comes to an end. They march from Asia to Europe but are defeated in Thrace by Gallienus' general Aureolus, and both are killed. Quietus flees to Emesa, where he is killed by Odaenathus of Palmyra."
Ephesus,37.937162918 27.337831982,262,0,0,The Goths invade Asia Minor and destroy the Temple of Artemis in Ephesus.
Aegean Sea,36.4666648 22.9499962,262,0,0,The Heruls accompanied the Goths ravaging the coasts of the Black Sea and the Aegean.
Palmyra,34.555997776 38.266998932,263,0,0,King Odenathus of Palmyra declares himself ruler of the area west of the  River Euphrates and is declared ''Dux Orientalis'' by the Roman emperor Gallienus.
China,35.0 105.0,263,0,0,"The Wei Kingdom conquers the kingdom of Shu Han, one of the Chinese Three Kingdoms."
China,35.0 105.0,265,0,0,"Three Kingdoms: Sima Yan forced emperor Cao Huan to abdicate the  throne to him, ending the Kingdom of Wei in China."
Ctesiphon,33.089499642 44.5749977,266,0,0,King Odaenathus of Palmyra invades Persia to conquer the capital Ctesiphon. After his victories in the East he pronouns himself with the title king of kings.
Greece,39 22,267,0,0,"First Gothic invasion: The Goths, originally from Scandinavia, with the Sarmatians (from modern Iran), invade the Balkans and Greece. They ravaging  Moesia and Thrace."
Skyros,38.8999964 24.5499978,267,0,0,"The Heruli invade the Black Sea coast, they unsuccessfully attack Byzantium and Cyzicus. The Romano-Byzantine fleet defeats the Herulian fleet (500 ships) but escapes into Aegean Sea, where they ravaging the islands of Lemnos and Skyros."
Macedonia (Greece),40.749997 22.8999964,267,0,0,"The Goths sacked several cities of southern Greece including Athens, Corinth, Argos and Sparta. An Athenian militia force (2,000 men) under the historian Dexippus, pushed the invaders to the north where the are intercepted by the Roman army under emperor Gallienus. He wins an important victory near the Nestos River, on the boundary between Macedonia and Thrace."
Italy,41.8999964 12.4833314,267,0,0,"Aureolus, charged with defending Italy, defeats Victorinus (co-emperor of Gaul), is proclaimed emperor by his troops, and begins his march on Rome."
Palmyrene Empire,34.555997776 38.266998932,267,0,0,"King Odaenathus of Palmyra makes plans for a campaign in Cappadocia against the Goths. He is assassinated along with his eldest son, evidently on orders from emperor Gallienus. His wife Zenobia succeeds him, and rules with her young son Vaballathus the Palmyrene Empire."
Niš,43.3 21.9,268,0,0,"September – Battle of Naissus: Emperor Gallienus, aided by Aurelian, defeats a Gothic coalition (50,000 warriors) near Naissus (Niš, modern Serbia)."
Mediolanum,45.4590698304 9.1750242999,268,0,0,"Gallienus is killed by his own senior officers at Mediolanum (Milan) while besieging his rival Aureolus, one of the Thirty Tyrants. He is murdered in turn by the Praetorian guard."
Po (river),44.968662792 12.541497834,268,0,0,The Alamanni invade Italy north of the Po River.
Lake Garda,45.6333308 10.666664,268,0,0,"November – Battle of Lake Benacus: A Roman army (35,000 men) under emperor Claudius II defeats the Germanic tribes of the Alamanni along the banks of Lake Garda."
Black Sea,44 35,269,0,0,"Second Gothic invasion: The Goths and other German tribes attack Bosphorean towns on the coast of the Black Sea. Some 2,000 ships and 320,000 men from the Danube enter Roman territory. Emperor Claudius II defeats the invaders and receives the title Gothicus for his triumph. Many of the prisoners will serve in the Roman legions and settle in vacant lands in the Danubian provinces."
Sirmium,44.9833294 19.6166642,269,0,0,"Claudius II travels to Sirmium and prepares a war against the Vandals, who raid Pannonia."
Rhodes,36.166666 28.0,269,0,0,The Heruli capture Athens and ravaging the Aegean Islands as far as Crete and Rhodes.
Alexandria,31.198 29.9192,269,0,0,"Queen Zenobia conquers Syria, Palestine, Lebanon and Egypt, giving her control of Rome's grain supply. The library at Alexandria is partly burned during a raid by Zabdas, general of Zenobia."
Battle of Naissus,43.3 21.9,270,0,0,"Quintillus commits suicide and is succeeded by an associate of his brother Lucius Domitius Aurelianus, the military leader who distinguished himself last year at the Battle of Naissus (Serbia)."
China,35.0 105.0,270,0,0,"The Chinese invent gunpowder (black powder), a mixture of sulfur, charcoal and potassium nitrate. At first, it appears to have been used only for fireworks."
Italy,41.8999964 12.4833314,271,0,0,"January—Battle of Placentia: The Alamanni invade Italy and sack the city of Piacenza. A Roman army (15,000 men) under Emperor Aurelian is ambushed and defeated."
Metauro,43.83333 13.0499998,271,0,0,"January—Battle of Fano: The Alamanni move towards a defenceless Rome. Aurelian rallies his men and defeats the Germanic tribes on the Metauro River, just inland of Fano."
Caelian Hill,41.884329796 12.491331368,271,0,0,"Felicissimus, financial minister of the state treasury, leads an uprising of mint workers against Aurelian. He is defeated and killed on the Caelian Hill."
Aurelian Walls,41.870663184 12.492664696,271,0,0,"Aurelian begins construction of a new defensive wall to protect Rome. The Aurelian Walls, 19 kilometers (12 miles), enclose the city with fortifications."
Iran,32 53,271,0,0,"King Shapur I builts the Academy of Gundishapur (Iran), it becomes the intellectual center of the Sassanid Empire. The Nestorians fleeing religious persecution, seek protection. He commissioned the refugees to translate Greek an Syriac works on astronomy, medicine and philosophy."
China,35.0 105.0,271,0,0,A magnetic compass is first used in China.
Homs,34.7333304 36.7166638,272,0,0,Battle of Immae: Aurelian defeats the forces of the Palmyrene Empire near Antioch. Queen Zenobia flees under cover of darkness to Emesa (Syria).
Tyana,37.847918 34.611171,272,0,0,"During the Siege of Tyana, Emperor Aurelian has a dream of Apollonius of Tyana and spares the city."
Palmyra,34.555997776 38.266998932,272,0,0,Battle of Emesa: Aurelian destroys the Palmyrene heavy cavalry (''clibanarii'') and conquers Palmyra. Zenobia escapes to Persia but is captured on the Euphrates.
Lutetia,48.85 2.35,272,0,0,"Saint Denis, first Bishop of Paris, and two of his disciples are beheaded on the road to the Temple of Mercury that stands atop a hill outside of the city. The hill will later be called Montmartre (Mountain of Martyrs) in Lutetia (modern Paris)."
Italy,41.8999964 12.4833314,273,0,0,Administrative reorganization of Italy: Aurelian adopts as permanent the reforms instituted by Caracalla.
India,21 78,273,0,0,An Indian delegation visits Aurelian.
Palmyra,34.555997776 38.266998932,274,0,0,"Battle of Châlons: Emperor Aurelian reconquers the Gallic Empire (Gaul and Britain). Tetricus I surrenders his army near Châlons-sur-Marne, France. With the conquests of the Palmyran Empire and the Gallic Empire, the Roman Empire is united again."
Rhine,51.975329432 4.08916631,274,0,0,"Germanic tribes take advantage of the destroyed Roman forces of the Rhine. They pillage and depopulate large areas of Gaul, including Paris. The Rhine border is lost for 20 years. Franks live in the area of present southern Netherlands, northern Belgium and Rhineland from now on."
Red Sea,22.0 38.0,274,0,0,The Kingdom of Aksum attains great prosperity thanks to its control of Red Sea trade.
Bosphorus,41.11833286 29.071833046,275,0,0,"Emperor Aurelian prepares a campaign against the Sassanids in Asia-Minor. In Thrace, while waiting to cross the Bosporus with his army, he hands out severe punishments to corrupt soldiers and makes a list of high-raking officers marked for execution."
Cappadocia,38.668997324 34.836829986,276,0,0,Marcus Annius Florianus defeats the Goths and Alans who have invaded Asia Minor. Emperor Tacitus dies of illness or is murdered at Tyana in Cappadocia.
Italy,41.8999964 12.4833314,276,0,0,"Florianus becomes Roman Emperor; he breaks off his campaign against the Heruli and marches from the Bosporus with support from the Roman legions in Britain,  Gaul, Spain and Italy to fight a indecisive battle with Marcus Aurelius Probus in Cilicia."
Iran,32 53,276,0,0,"King Bahram I of Persia dies after a 3-year reign in which the Zoroastrian priests at Ctesiphon (Iran) put pressure on him to persecute Buddhists, Christians and Manichaeans. He is succeeded by his son Bahram II."
China,35.0 105.0,276,0,0,"Mani, a sage from Persia, dies at Gundeshapur after 30 years of preaching his heresy at the court of the late Sassanian king Shapur I and on long journeys to Turkestan, India and China. He is executed or allowed to die in prison, and claimes to be a prophet of God. Mani combines Zoroastrian dualism with Christian theology and his disciples gain wide support for Manichaeism despite opposition from Byzantine and Roman Emperors."
Rhine,51.975329432 4.08916631,277,0,0,Probus reorganizes the defenses on the Rhine.
Rhine,51.975329432 4.08916631,280,0,0,"The commander of the Roman fleet on the Rhine, Bonosus, proclaims himself emperor.  Defeated by Probus' troops, Bonosus hangs himself."
Fuzhou,26.072333044 119.303832118,282,0,0,A new city is constructed in Fuzhou slightly south of the original city Ye (the main street of the city has remained unchanged since that time).
Ctesiphon,33.089499642 44.5749977,283,0,0,"Carus conquers Ctesiphon, capital of the Persian kingdom."
Tigris,38.4333316 39.770330252,283,0,0,"Carus is a victim of a military conspiracy, and is killed near the Tigris."
China,35.0 105.0,290,0,0,Jin Hui Di succeeds Jin Wu Di as emperor of China.
China,35.0 105.0,291,0,0,The War of the Eight Princes begins in China.
Alexandria,31.198 29.9192,292,0,0,"The Roman General Achilleus is proclaimed emperor in Alexandria.  For two years he resists Diocletian's army, but in the end the rebellion is crushed."
Iran,32 53,292,0,0,Narseh becomes co-ruler of Persia.
Rhine,51.975329432 4.08916631,293,0,0,"Constantius Chlorus restores the northern Rhine border after defeating the Franks. Franks keep living in the north, because the Roman population has fled."
China,35.0 105.0,294,0,0,Tuoba Lu Guan succeeds Tuoba Fu as chieftain of the Chinese Tuoba tribe.
Ctesiphon,33.089499642 44.5749977,296,0,0,Galerius is defeated in combat by the Persians under Narseh outside Ctesiphon.
Ctesiphon,33.089499642 44.5749977,297,0,0,"Galerius conquers Ctesiphon from the Persians; however, as part of the peace treaty, it is returned in exchange for Armenia."
Rhine,51.975329432 4.08916631,298,0,0,Constantius Chlorus defeats the Alamanni in the territory of the Lingones (Langres) and strengthens the border along the Rhine.
Korea,38.3166654 127.2333324,298,0,0,The manufacture of cultured silk becomes popular from Korea to Japan.
Palmyra,34.555997776 38.266998932,300,0,0,Diocletian's wall is built in Palmyra.
Anderitum,50.81848 0.33391,300,0,0,"A Romano-Celtic{{Citation neededdate=January 2010}} temple-mausoleum complex is constructed in what is now Lullingstone, and also in Anderitum (approximate date)."
Tikal,17.2199224536 -89.6208325167,300,0,0,"The Mayan civilization reaches its most prolific period, the classic period, in what is now Guatemala, Belize and parts of southern Mexico adjacent to the former two. During most of this period, Tikal dominates the Mayan world."
China,35.0 105.0,300,0,0,The magnetic compass for navigation is invented in China (approximate date).
India,21 78,300,0,0,"The Panchatantra, a Sanskrit collection of fables and fairy tales, is written in India."
Constantinople,41.01224 28.976018,300,0,0,"The Tetrarchs are probably made in Egypt. After 330 the are moved to Constantinople and in 1204 they are installed at the corner of the facade of the St Mark's Basilica, Venice (approximate date)."
Diocletian's Palace,43.504831314 16.436331588,300,0,0,"Diocletian's Palace, Split, Croatia, is built. Its model is nowadays kept at the Museo della Civilta Romana, Rome."
Cambridge University Press,52.1882 0.132,301,0,0,"Armenia becomes the first nation to accept Christianity as a state religion.Cambridge University Press, Gale Group, C.W. Dugmore<"
San Marino,43.9333296 12.4666648,301,0,0,September 3—The republic of San Marino is established (traditional date).
France,47 2,303,0,0,"September 25—On a voyage preaching the gospel, Saint Fermin of Pamplona is beheaded in Amiens, France."
Teotihuacan,19.688830578 -98.8396099749,303,0,0,In Mexico the civilization of Teotihuacan flourishes.
China,35.0 105.0,304,0,0,"Major Wu Hu (barbarian) uprising in China: the Hun Liu Yuan establish the Han kingdom, beginning the Sixteen Kingdoms era in China."
China,35.0 105.0,304,0,0,Sichuan earns its independence from China.
Solfatara (volcano),40.83333 14.1499994,305,0,0,"Patron of Pozzuoli, Saint Proculus, and patron of Naples, Saint Januarius are thrown to wild beasts in Pozzuoli's Flavian Amphitheater, then beheaded at Solfatara."
Edessa Mesopotamia,37.1499994 38.7999968,305,0,0,The Daysan River floods Edessa.
Lisbon,38.7082888335 -9.13696445214,306,0,0,Santa Maria Maior de Lisboa is built in Lisbon.
Rhine,51.975329432 4.08916631,306,0,0,"The Franks cross the Rhine, but are repulsed by Constantine I."
China,35.0 105.0,306,0,0,The War of the Eight Princes ends in China.
Italy,41.8999964 12.4833314,307,0,0,Galerius unsuccessfully invades Italy and names Licinius as Augustus.
China,35.0 105.0,307,0,0,Jin Huai Di becomes emperor of China.
Carnuntum,48.1166662 16.8666632,308,0,0,"November 11—The Congress of Carnuntum: Attempting to keep peace within the Roman Empire, the leaders of the Tetrarchy declare Maxentius and Licinius to be Augusti, while rival contender Constantine I is declared Caesar of Britain and Gaul."
Rhine,51.975329432 4.08916631,308,0,0,"Under Constantine I, the Romans defeat the Germans along the Rhine."
Roman Forum,41.892534 12.485715,308,0,0,"Maxentius starts the construction of the basilica bearing his name, the largest building in the Roman Forum."
China,35.0 105.0,308,0,0,Kingdom of Xiongnu established in northern China.
Rhine,51.975329432 4.08916631,309,0,0,The construction of a stone bridge across the Rhine near Cologne is completed.
China,35.0 105.0,311,0,0,"Luoyang, the Jin Dynasty (265-420) capital of China, is sacked by groups of barbarians under the leadership of Huns. Jin Huai Di, emperor of China, is captured."
Arch of Constantine,41.887163118 12.487831382,312,0,0,Construction begins on the Arch of Constantine in Rome.
Roman Forum,41.892534 12.485715,312,0,0,"c. 312–315 – Constantine Addresses the People in the Roman Forum, sculptural relief on the Arch of Constantine, Rome, is made."
Arch of Constantine,41.887163118 12.487831382,315,0,0,July 25 – The Arch of Constantine is dedicated (approximate date).
Caesarea Maritima,32.499998 34.893163094,315,0,0,Eusebius becomes bishop of Caesarea (approximate date).
Battle of Mardia,41.9333296 25.8999964,316,0,0,"December—Constantine I defeats Licinius in the Battle of Mardia, and gains some of his colleague's territory."
Chang'an,34.2666656 108.8999964,316,0,0,"The Xiongnu sack Chang'an, capital of the Chinese Western Jin Dynasty. Jin Mindi, the emperor, surrenders."
China,35.0 105.0,318,0,0,"China loses its territories to the north of Yang-tsé-kiang, to the benefit of the Xiongnu and the Xianbei."
Nicomedia,40.7666636 29.916663,319,0,0,"Arius travels to Nicomedia at the invitation of Eusebius, after having been accused of heresy and condemned by Alexander, the Patriarch of Alexandria. This gives rise to the Arian Controversy."
India,21 78,320,0,0,Chandragupta I founds the Gupta dynasty in northern India.
Alexandria,31.198 29.9192,321,0,0,A synod in Alexandria condemns Arianism.
China,35.0 105.0,323,0,0,Jin Ming Di succeeds Jin Yuan Di as emperor of China.
China,35.0 105.0,325,0,0,Jin Cheng Di succeeds Jin Ming Di as emperor of China.
Bethlehem,31.7166638 35.1999992,325,0,0,The Church of the Nativity is built in Bethlehem.
