file	ST	CC	serotype	study	studyst
ERR129107.fa	439	-	23B	Croucher600	-
ERR129122.fa	439	-	23B	Croucher600	-
ERR129147.fa	439	-	23B	Croucher600	-
ERR129155.fa	439	-	23B	Croucher600	-
ERR129161.fa	1847	-	23B	Croucher600	-
ERR129171.fa	36	-	23B	Croucher600	-
ERR129192.fa	3281	-	23B	Croucher600	-
ERR129208.fa	1847	-	23B	Croucher600	-
ERR124219.fa	36	-	23B	Croucher600	-
ERR124238.fa	439	-	23B	Croucher600	-
ERR124245.fa	1847	-	23B	Croucher600	-
ERR065345.fa	439	-	23B	Croucher600	-
ERR065346.fa	436	-	23B	Croucher600	-
ERR065348.fa	1847	-	23B	Croucher600	-
ERR068015.fa	439	-	23B	Croucher600	-
ERR067967.fa	439	-	23B	Croucher600	-
ERR069694.fa	439	-	23B	Croucher600	-
ERR069736.fa	36	-	23F	Croucher600	-
ERR069743.fa	629	-	23F	Croucher600	-
ERR069777.fa	33	-	23F	Croucher600	-
ERR069790.fa	36	-	23F	Croucher600	-
ERR069800.fa	36	-	23F	Croucher600	-
ERR069830.fa	439	-	23F	Croucher600	-
ERR065955.fa	627	-	23F	Croucher600	-
ERR065966.fa	36	-	23F	Croucher600	-
ERR065339.fa	1908	-	23F	Croucher600	-
ERR065355.fa	36	-	23F	Croucher600	-
ERR065331.fa	36	-	23F	Croucher600	-
ERR067980.fa	1909	-	23F	Croucher600	-
ERR069757.fa	1379	-	6C	Croucher600	-
ERR069766.fa	1390	-	6C	Croucher600	-
ERR069811.fa	1390	-	6C	Croucher600	-
ERR129039.fa	1390	-	6C	Croucher600	-
ERR129048.fa	1379	-	6C	Croucher600	-
ERR129111.fa	1379	-	6C	Croucher600	-
ERR129145.fa	1379	-	6C	Croucher600	-
ERR129152.fa	1390	-	6C	Croucher600	-
ERR129169.fa	1390	-	6C	Croucher600	-
ERR129203.fa	1390	-	6C	Croucher600	-
ERR124217.fa	1379	-	6C	Croucher600	-
ERR124232.fa	1390	-	6C	Croucher600	-
ERR124253.fa	1379	-	6C	Croucher600	-
ERR124254.fa	1390	-	6C	Croucher600	-
ERR124264.fa	1390	-	6C	Croucher600	-
ERR124266.fa	1379	-	6C	Croucher600	-
ERR124305.fa	1379	-	6C	Croucher600	-
ERR124310.fa	1379	-	6C	Croucher600	-
ERR124317.fa	1390	-	6C	Croucher600	-
ERR065298.fa	1390	-	6C	Croucher600	-
ERR065316.fa	1379	-	6C	Croucher600	-
ERR065327.fa	1390	-	6C	Croucher600	-
ERR067994.fa	1390	-	6C	Croucher600	-
ERR067997.fa	1390	-	6	Croucher600	-
ERR068025.fa	1390	-	6C	Croucher600	-
ERR065309.fa	1379	-	NT	Croucher600	-
ERR069733.fa	558	-	35B	Croucher600	-
ERR069749.fa	1946	-	35B	Croucher600	-
ERR069834.fa	558	-	35B	Croucher600	-
ERR129035.fa	558	-	35B	Croucher600	-
ERR129074.fa	558	-	35B	Croucher600	-
ERR129086.fa	558	-	35B	Croucher600	-
ERR129087.fa	558	-	35B	Croucher600	-
ERR129089.fa	558	-	35B	Croucher600	-
ERR129099.fa	558	-	35B	Croucher600	-
ERR129104.fa	558	-	35B	Croucher600	-
ERR129119.fa	558	-	35B	Croucher600	-
ERR129134.fa	3277	-	35B	Croucher600	-
ERR129143.fa	558	-	35B	Croucher600	-
ERR129148.fa	558	-	35B	Croucher600	-
ERR129163.fa	558	-	35B	Croucher600	-
ERR129173.fa	558	-	35B	Croucher600	-
ERR129179.fa	558	-	35B	Croucher600	-
ERR129200.fa	558	-	35B	Croucher600	-
ERR124236.fa	558	-	35B	Croucher600	-
ERR124241.fa	558	-	35B	Croucher600	-
ERR124250.fa	558	-	35B	Croucher600	-
ERR124273.fa	558	-	35B	Croucher600	-
ERR124275.fa	558	-	35B	Croucher600	-
ERR124277.fa	558	-	35B	Croucher600	-
ERR124279.fa	558	-	35B	Croucher600	-
ERR124290.fa	558	-	35B	Croucher600	-
ERR124293.fa	558	-	35B	Croucher600	-
ERR124299.fa	558	-	35B	Croucher600	-
ERR124301.fa	558	-	35B	Croucher600	-
ERR124316.fa	558	-	35B	Croucher600	-
ERR065351.fa	558	-	35B	Croucher600	-
ERR065300.fa	558	-	35B	Croucher600	-
ERR065324.fa	558	-	35B	Croucher600	-
ERR065329.fa	558	-	PoolG	Croucher600	-
ERR067988.fa	558	-	35B	Croucher600	-
ERR067992.fa	558	-	35B	Croucher600	-
ERR068002.fa	558	-	35B	Croucher600	-
ERR068019.fa	558	-	35B	Croucher600	-
ERR068029.fa	558	-	35B	Croucher600	-
ERR068033.fa	558	-	35B	Croucher600	-
ERR067962.fa	1947	-	35B	Croucher600	-
ERR067963.fa	558	-	35B	Croucher600	-
ERR067970.fa	1947	-	35B	Croucher600	-
ERR069703.fa	558	-	35B	Croucher600	-
ERR069726.fa	558	-	35B	Croucher600	-
ERR069728.fa	558	-	35B	Croucher600	-
ERR069803.fa		-	NT	Croucher600	-
ERR069841.fa		-	NT	Croucher600	-
ERR065965.fa	448	-	NT	Croucher600	-
ERR065974.fa	448	-	NT	Croucher600	-
ERR129130.fa	62	-	NT	Croucher600	-
ERR124278.fa	3278	-	NT	Croucher600	-
ERR065341.fa	448	-	NT	Croucher600	-
ERR065289.fa		-	NT	Croucher600	-
ERR065296.fa	448	-	NT	Croucher600	-
ERR067993.fa		-	NT	Croucher600	-
ERR069734.fa	1876	-	6A	Croucher600	-
ERR069741.fa	1911	-	6A	Croucher600	-
ERR069759.fa	690	-	6A	Croucher600	-
ERR069784.fa		-	6	Croucher600	-
ERR069788.fa	1876	-	6A	Croucher600	-
ERR069827.fa	1926	-	6A	Croucher600	-
ERR065953.fa	1940	-	6A	Croucher600	-
ERR129092.fa	1876	-	6A	Croucher600	-
ERR065353.fa	473	-	6A	Croucher600	-
ERR068001.fa	1928	-	6A	Croucher600	-
ERR068004.fa	1927	-	6A	Croucher600	-
ERR068043.fa	1917	-	6A	Croucher600	-
ERR067979.fa	690	-	6A	Croucher600	-
ERR069709.fa	1876	-	6A	Croucher600	-
ERR069710.fa	1876	-	6A	Croucher600	-
ERR068005.fa	690	-	6B	Croucher600	-
ERR129027.fa	473	-	6C	Croucher600	-
ERR129115.fa	473	-	6C	Croucher600	-
ERR124223.fa	473	-	6C	Croucher600	-
ERR069744.fa	376	-	6A	Croucher600	-
ERR069747.fa	376	-	6A	Croucher600	-
ERR069763.fa	376	-	6A	Croucher600	-
ERR069787.fa	376	-	6A	Croucher600	-
ERR069825.fa	1922	-	6A	Croucher600	-
ERR065963.fa	376	-	6A	Croucher600	-
ERR129128.fa	1538	-	6A	Croucher600	-
ERR124303.fa	376	-	6A	Croucher600	-
ERR124314.fa	376	-	6A	Croucher600	-
ERR067966.fa	376	-	6A	Croucher600	-
ERR067969.fa	376	-	6A	Croucher600	-
ERR069700.fa	1921	-	6A	Croucher600	-
ERR129031.fa	320	-	19A	Croucher600	-
ERR129036.fa	320	-	19A	Croucher600	-
ERR129049.fa	320	-	19A	Croucher600	-
ERR129075.fa	320	-	19A	Croucher600	-
ERR129193.fa	320	-	19A	Croucher600	-
ERR124222.fa	320	-	19A	Croucher600	-
ERR124233.fa	320	-	19A	Croucher600	-
ERR124255.fa	1451	-	19A	Croucher600	-
ERR069720.fa	320	-	19A	Croucher600	-
ERR069762.fa	1945	-	19F	Croucher600	-
ERR069791.fa	236	-	19F	Croucher600	-
ERR069793.fa	236	-	19F	Croucher600	-
ERR069842.fa	236	-	19F	Croucher600	-
ERR069843.fa	320	-	19F	Croucher600	-
ERR065973.fa	320	-	19F	Croucher600	-
ERR129062.fa	3292	-	19F	Croucher600	-
ERR129078.fa	236	-	19F	Croucher600	-
ERR065314.fa	236	-	19F	Croucher600	-
ERR067990.fa	271	-	19F	Croucher600	-
ERR067999.fa	236	-	19F	Croucher600	-
ERR068003.fa	1941	-	19F	Croucher600	-
ERR068035.fa	1937	-	19F	Croucher600	-
ERR068036.fa	271	-	19F	Croucher600	-
ERR069699.fa	236	-	19F	Croucher600	-
ERR069706.fa	1943	-	19F	Croucher600	-
ERR069772.fa	124	-	14	Croucher600	-
ERR069806.fa	124	-	14	Croucher600	-
ERR069816.fa	124	-	14	Croucher600	-
ERR069824.fa	124	-	14	Croucher600	-
ERR065956.fa	124	-	14	Croucher600	-
ERR069729.fa	124	-	14	Croucher600	-
ERR069730.fa	124	-	14	Croucher600	-
ERR129110.fa	432	-	21	Croucher600	-
ERR129057.fa	568	-	31	Croucher600	-
ERR129135.fa	568	-	31	Croucher600	-
ERR124311.fa	568	-	31	Croucher600	-
ERR065290.fa	568	-	31	Croucher600	-
ERR065959.fa	547	-	34	Croucher600	-
ERR129038.fa	547	-	34	Croucher600	-
ERR129066.fa	547	-	34	Croucher600	-
ERR065304.fa	1931	-	34	Croucher600	-
ERR068016.fa	547	-	34	Croucher600	-
ERR067975.fa	1902	-	34	Croucher600	-
ERR069815.fa	447	-	PoolD	Croucher600	-
ERR129151.fa	447	-	37	Croucher600	-
ERR069775.fa	393	-	38	Croucher600	-
ERR129040.fa	393	-	38	Croucher600	-
ERR129056.fa	393	-	38	Croucher600	-
ERR129124.fa	393	-	PoolI	Croucher600	-
ERR129188.fa	393	-	38	Croucher600	-
ERR065302.fa	393	-	38	Croucher600	-
ERR065321.fa	393	-	PoolI	Croucher600	-
ERR068039.fa	1390	-	PoolI	Croucher600	-
ERR069808.fa	1934	-	11A	Croucher600	-
ERR069820.fa	817	-	15A	Croucher600	-
ERR124244.fa	346	-	15B/C	Croucher600	-
ERR129041.fa	995	-	16F	Croucher600	-
ERR129181.fa	570	-	16F	Croucher600	-
ERR129184.fa	659	-	16F	Croucher600	-
ERR124247.fa	1840	-	16F	Croucher600	-
ERR124271.fa	659	-	16F	Croucher600	-
ERR124289.fa	659	-	16F	Croucher600	-
ERR124309.fa	659	-	16F	Croucher600	-
ERR065318.fa	659	-	16F	Croucher600	-
ERR124218.fa	392	-	17F	Croucher600	-
ERR124252.fa	2355	-	17F	Croucher600	-
ERR124258.fa	392	-	17F	Croucher600	-
ERR124306.fa	392	-	17F	Croucher600	-
ERR065312.fa	1924	-	17F	Croucher600	-
ERR069739.fa	1923	-	18C	Croucher600	-
ERR069814.fa	1948	-	18C	Croucher600	-
ERR065315.fa	1073	-	18	Croucher600	-
ERR068007.fa	496	-	18C	Croucher600	-
ERR069695.fa	113	-	18C	Croucher600	-
ERR129028.fa	695	-	19A	Croucher600	-
ERR129030.fa	36	-	19A	Croucher600	-
ERR129083.fa	695	-	19A	Croucher600	-
ERR129084.fa	415	-	19A	Croucher600	-
ERR129103.fa	695	-	19A	Croucher600	-
ERR129136.fa	695	-	19A	Croucher600	-
ERR129138.fa	180	-	19A	Croucher600	-
ERR129202.fa	695	-	19A	Croucher600	-
ERR129216.fa	695	-	19A	Croucher600	-
ERR065294.fa	1944	-	19A	Croucher600	-
ERR067982.fa	276	-	19A	Croucher600	-
ERR069737.fa	1340	-	19F	Croucher600	-
ERR069792.fa	425	-	19F	Croucher600	-
ERR069810.fa	425	-	19F	Croucher600	-
ERR065960.fa	654	-	19F	Croucher600	-
ERR129045.fa	426	-	19F	Croucher600	-
ERR129050.fa	654	-	19F	Croucher600	-
ERR129094.fa	43	-	19F	Croucher600	-
ERR129095.fa	43	-	19F	Croucher600	-
ERR129206.fa	43	-	19F	Croucher600	-
ERR065354.fa	425	-	19F	Croucher600	-
ERR065299.fa	654	-	19F	Croucher600	-
ERR065325.fa	654	-	19F	Croucher600	-
ERR068014.fa	43	-	19F	Croucher600	-
ERR068031.fa	425	-	19F	Croucher600	-
ERR069692.fa	1903	-	19F	Croucher600	-
ERR069697.fa	425	-	19F	Croucher600	-
ERR069723.fa	425	-	19F	Croucher600	-
ERR069742.fa		-	23	Croucher600	-
ERR069785.fa	81	-	23F	Croucher600	-
ERR069797.fa	81	-	23F	Croucher600	-
ERR069821.fa	81	-	23F	Croucher600	-
ERR069773.fa	393	-	25A	Croucher600	-
ERR129185.fa	2705	-	33A	Croucher600	-
ERR069789.fa	100	-	33	Croucher600	-
ERR124257.fa	2705	-	33F	Croucher600	-
ERR068021.fa	100	-	33F	Croucher600	-
ERR067972.fa	100	-	33F	Croucher600	-
ERR065349.fa	452	-	35B	Croucher600	-
ERR068022.fa	452	-	35B	Croucher600	-
ERR069722.fa	452	-	35B	Croucher600	-
ERR069764.fa	1939	-	6A	Croucher600	-
ERR065352.fa	242	-	6A	Croucher600	-
ERR069735.fa	1518	-	6B	Croucher600	-
ERR069782.fa	1536	-	6B	Croucher600	-
ERR069813.fa	146	-	6B	Croucher600	-
ERR069819.fa	146	-	6B	Croucher600	-
ERR069838.fa	146	-	6B	Croucher600	-
ERR069840.fa	315	-	6B	Croucher600	-
ERR065957.fa	1954	-	6B	Croucher600	-
ERR065295.fa	1930	-	6B	Croucher600	-
ERR129044.fa	1692	-	6C	Croucher600	-
ERR129071.fa	547	-	NT	Croucher600	-
ERR129194.fa	1692	-	6C	Croucher600	-
ERR124230.fa	547	-	6C	Croucher600	-
ERR067991.fa	547	-	6C	Croucher600	-
ERR129047.fa	3284	-	7C	Croucher600	-
ERR129187.fa	3283	-	7C	Croucher600	-
ERR129064.fa	1176	-	7F	Croucher600	-
ERR069769.fa	405	-	9N	Croucher600	-
ERR065958.fa	66	-	9N	Croucher600	-
ERR129162.fa	1797	-	9N	Croucher600	-
ERR124226.fa	405	-	9N	Croucher600	-
ERR129102.fa	3288	-	NT	Croucher600	-
ERR068009.fa	1905	-	NT	Croucher600	-
ERR069748.fa	180	-	3	Croucher600	-
ERR069750.fa	180	-	3	Croucher600	-
ERR069832.fa	180	-	3	Croucher600	-
ERR129180.fa	180	-	3	Croucher600	-
ERR129212.fa	180	-	3	Croucher600	-
ERR067983.fa	180	-	3	Croucher600	-
ERR067989.fa	180	-	3	Croucher600	-
ERR068006.fa	180	-	3	Croucher600	-
ERR069689.fa	180	-	3	Croucher600	-
ERR069701.fa	180	-	3	Croucher600	-
ERR069716.fa	180	-	3	Croucher600	-
6259_5#1	6687	-	NT	Chewapreecha3000	-
6259_5#2	4409	-	NT	Chewapreecha3000	-
6259_5#3	4133	-	NT	Chewapreecha3000	-
6259_5#4	1263	-	10A	Chewapreecha3000	-
6259_5#5	DLV4133	-	NT	Chewapreecha3000	-
6259_5#6	2758	-	7B	Chewapreecha3000	-
6259_5#7	2758	-	7B	Chewapreecha3000	-
6259_5#8	4129	-	NT	Chewapreecha3000	-
6259_5#9	4130	-	NT	Chewapreecha3000	-
6259_5#10	5096	-	33C	Chewapreecha3000	-
6259_5#12	4132	-	NT	Chewapreecha3000	-
6259_5#13	315	-	6B	Chewapreecha3000	-
6259_5#14	6040	-	39	Chewapreecha3000	-
6259_5#15	DLV6704	-	6B	Chewapreecha3000	-
6259_5#16	4409	-	NT	Chewapreecha3000	-
6259_5#17	DLV7747	-	48	Chewapreecha3000	-
6259_5#18	SLV5477	-	6A	Chewapreecha3000	-
6259_5#19	5036	-	19B	Chewapreecha3000	-
6259_5#20	4133	-	NT	Chewapreecha3000	-
6259_5#21	4406	-	35F	Chewapreecha3000	-
6259_5#22	incomplete	-	NT	Chewapreecha3000	-
6259_5#23	DLV4935	-	35F	Chewapreecha3000	-
6259_5#24	4136	-	NT	Chewapreecha3000	-
6259_6#1	4138	-	NT	Chewapreecha3000	-
6259_6#2	2355	-	17F	Chewapreecha3000	-
6259_6#3	3545	-	7F	Chewapreecha3000	-
6259_6#4	4420	-	6C	Chewapreecha3000	-
6259_6#5	DLV7747	-	48	Chewapreecha3000	-
6259_6#6	338	-	23A	Chewapreecha3000	-
6259_6#7	4420	-	6C	Chewapreecha3000	-
6259_6#8	4403	-	6A	Chewapreecha3000	-
6259_6#9	448	-	NT	Chewapreecha3000	-
6259_6#10	SLV6694	-	NT	Chewapreecha3000	-
6259_6#11	4130	-	NT	Chewapreecha3000	-
6259_6#12	4130	-	NT	Chewapreecha3000	-
6259_6#13	5096	-	33C	Chewapreecha3000	-
6259_6#14	4406	-	35F	Chewapreecha3000	-
6259_6#15	5095	-	19B	Chewapreecha3000	-
6259_6#16	4409	-	NT	Chewapreecha3000	-
6259_6#17	6709	-	22F	Chewapreecha3000	-
6259_6#18	230	-	19A	Chewapreecha3000	-
6259_6#19	6698	-	13	Chewapreecha3000	-
6259_6#20	230	-	19A	Chewapreecha3000	-
6259_6#21	982	-	6A	Chewapreecha3000	-
6259_6#22	unknown	-	NT	Chewapreecha3000	-
6259_6#23	2218	-	23A	Chewapreecha3000	-
6259_6#24	2218	-	23A	Chewapreecha3000	-
6259_7#1	4136	-	NT	Chewapreecha3000	-
6259_7#2	SLV4420	-	6C	Chewapreecha3000	-
6259_7#3	4396	-	NT	Chewapreecha3000	-
6259_7#4	5477	-	6A	Chewapreecha3000	-
6259_7#5	5092	-	32A	Chewapreecha3000	-
6259_7#6	6692	-	33D	Chewapreecha3000	-
6259_7#7	448	-	NT	Chewapreecha3000	-
6259_7#8	448	-	NT	Chewapreecha3000	-
6259_7#9	6706	-	24F	Chewapreecha3000	-
6259_7#10	4209	-	15B	Chewapreecha3000	-
6259_7#11	4136	-	NT	Chewapreecha3000	-
6259_7#12	99	-	11A	Chewapreecha3000	-
6259_7#13	99	-	11A	Chewapreecha3000	-
6259_7#14	2355	-	17F	Chewapreecha3000	-
6259_7#15	unknown	-	34	Chewapreecha3000	-
6259_7#16	DLV4133	-	NT	Chewapreecha3000	-
6259_7#17	4395	-	14	Chewapreecha3000	-
6259_7#18	4451	-	NT	Chewapreecha3000	-
6259_7#19	7596	-	NT	Chewapreecha3000	-
6259_7#20	6707	-	23B	Chewapreecha3000	-
6259_7#21	6707	-	23B	Chewapreecha3000	-
6259_7#22	SLV4420	-	6C	Chewapreecha3000	-
6259_7#23	6697	-	NT	Chewapreecha3000	-
6259_7#24	4133	-	NT	Chewapreecha3000	-
6259_8#1	6698	-	13	Chewapreecha3000	-
6259_8#2	1583	-	19F	Chewapreecha3000	-
6259_8#3	99	-	11A	Chewapreecha3000	-
6259_8#4	802	-	23F	Chewapreecha3000	-
6259_8#5	4395	-	14	Chewapreecha3000	-
6259_8#6	6690	-	19B	Chewapreecha3000	-
6259_8#7	4395	-	14	Chewapreecha3000	-
6259_8#8	DLV8406	-	19B	Chewapreecha3000	-
6259_8#9	4130	-	NT	Chewapreecha3000	-
6259_8#10	3735	-	10B	Chewapreecha3000	-
6259_8#11	3735	-	10B	Chewapreecha3000	-
6259_8#12	99	-	11A	Chewapreecha3000	-
6259_8#13	5093	-	NT	Chewapreecha3000	-
6259_8#14	217	-	1	Chewapreecha3000	-
6259_8#15	4412	-	35F	Chewapreecha3000	-
6259_8#16	4414	-	19F	Chewapreecha3000	-
6259_8#17	4133	-	NT	Chewapreecha3000	-
6259_8#18	incomplete	-	NT	Chewapreecha3000	-
6259_8#19	4654	-	8	Chewapreecha3000	-
6259_8#20	4447	-	NT	Chewapreecha3000	-
6259_8#21	2355	-	17F	Chewapreecha3000	-
6259_8#22	63	-	14	Chewapreecha3000	-
6259_8#23	4414	-	19F	Chewapreecha3000	-
6259_8#24	6149	-	16F	Chewapreecha3000	-
6593_4#1	3735	-	10B	Chewapreecha3000	-
6593_4#2	6688	-	4	Chewapreecha3000	-
6593_4#3	4409	-	NT	Chewapreecha3000	-
6593_4#4	4393	-	NT	Chewapreecha3000	-
6593_4#5	6708	-	24A	Chewapreecha3000	-
6593_4#6	7596	-	NT	Chewapreecha3000	-
6593_4#7	4414	-	19F	Chewapreecha3000	-
6593_4#8	4391	-	NT	Chewapreecha3000	-
6593_4#9	230	-	19A	Chewapreecha3000	-
6593_4#10	4418	-	35F	Chewapreecha3000	-
6593_4#11	4418	-	35F	Chewapreecha3000	-
6593_4#12	6709	-	22F	Chewapreecha3000	-
6593_4#13	5120	-	4	Chewapreecha3000	-
6593_4#14	6689	-	21	Chewapreecha3000	-
6593_4#15	5099	-	4	Chewapreecha3000	-
6593_4#16	6692	-	33B	Chewapreecha3000	-
6593_4#17	2218	-	23A	Chewapreecha3000	-
6593_4#18	230	-	19A	Chewapreecha3000	-
6593_4#19	4406	-	35F	Chewapreecha3000	-
6593_4#20	4398	-	NT	Chewapreecha3000	-
6593_4#21	1504	-	2	Chewapreecha3000	-
6593_4#22	6692	-	33D	Chewapreecha3000	-
6593_4#23	6709	-	22F	Chewapreecha3000	-
6593_4#24	4209	-	15B	Chewapreecha3000	-
6593_5#1	4134	-	NT	Chewapreecha3000	-
6593_5#2	81	-	19F	Chewapreecha3000	-
6593_5#3	4399	-	28F	Chewapreecha3000	-
6593_5#4	4136	-	NT	Chewapreecha3000	-
6593_5#5	DLV6694	-	NT	Chewapreecha3000	-
6593_5#6	4396	-	NT	Chewapreecha3000	-
6593_5#7	4209	-	15B	Chewapreecha3000	-
6593_5#8	78	-	3	Chewapreecha3000	-
6593_5#9	6693	-	20	Chewapreecha3000	-
6593_5#10	4134	-	NT	Chewapreecha3000	-
6593_5#11	236	-	19F	Chewapreecha3000	-
6593_5#12	4135	-	NT	Chewapreecha3000	-
6593_5#13	4404	-	6B	Chewapreecha3000	-
6593_5#14	4395	-	14	Chewapreecha3000	-
6593_5#15	4395	-	14	Chewapreecha3000	-
6593_5#16	4137	-	NT	Chewapreecha3000	-
6593_5#17	338	-	23A	Chewapreecha3000	-
6593_5#18	802	-	23F	Chewapreecha3000	-
6593_5#19	4399	-	28F	Chewapreecha3000	-
6593_5#20	4399	-	28F	Chewapreecha3000	-
6593_5#21	5092	-	32A	Chewapreecha3000	-
6593_5#22	6690	-	19B	Chewapreecha3000	-
6593_5#23	5107	-	NT	Chewapreecha3000	-
6593_5#24	4399	-	28F	Chewapreecha3000	-
6630_1#1	4418	-	35F	Chewapreecha3000	-
6630_1#2	4133	-	NT	Chewapreecha3000	-
6630_1#3	2218	-	23F	Chewapreecha3000	-
6630_1#4	4421	-	NT	Chewapreecha3000	-
6630_1#5	5099	-	4	Chewapreecha3000	-
6630_1#6	63	-	14	Chewapreecha3000	-
6630_1#7	99	-	11A	Chewapreecha3000	-
6630_1#8	99	-	11A	Chewapreecha3000	-
6630_1#9	4422	-	6B	Chewapreecha3000	-
6630_1#10	4422	-	6B	Chewapreecha3000	-
6630_1#11	338	-	23A	Chewapreecha3000	-
6630_1#12	4389	-	3	Chewapreecha3000	-
6630_1#13	6694	-	NT	Chewapreecha3000	-
6630_1#14	4448	-	NT	Chewapreecha3000	-
6630_1#15	315	-	6B	Chewapreecha3000	-
6630_1#16	63	-	14	Chewapreecha3000	-
6630_1#17	230	-	19A	Chewapreecha3000	-
6630_1#18	5094	-	5	Chewapreecha3000	-
6630_1#19	4391	-	NT	Chewapreecha3000	-
6630_1#20	4391	-	NT	Chewapreecha3000	-
6630_1#21	5095	-	19B	Chewapreecha3000	-
6630_1#23	5096	-	33C	Chewapreecha3000	-
6630_1#24	230	-	NT19A_intact)	Chewapreecha3000	-
6630_2#1	6710	-	16F	Chewapreecha3000	-
6630_2#2	315	-	6B	Chewapreecha3000	-
6630_2#3	910	-	22A	Chewapreecha3000	-
6630_2#4	DLV5079	-	40	Chewapreecha3000	-
6630_2#5	4389	-	3	Chewapreecha3000	-
6630_2#6	4389	-	3	Chewapreecha3000	-
6630_2#7	4395	-	14	Chewapreecha3000	-
6630_2#8	99	-	11A	Chewapreecha3000	-
6630_2#9	99	-	11A	Chewapreecha3000	-
6630_2#10	6692	-	33B	Chewapreecha3000	-
6630_2#11	5094	-	5	Chewapreecha3000	-
6630_2#12	315	-	6B	Chewapreecha3000	-
6630_2#13	448	-	NT	Chewapreecha3000	-
6630_2#14	6692	-	33D	Chewapreecha3000	-
6630_2#15	2624	-	23F	Chewapreecha3000	-
6630_2#16	4391	-	NT	Chewapreecha3000	-
6630_2#17	63	-	14	Chewapreecha3000	-
6630_2#18	4445	-	NT	Chewapreecha3000	-
6630_2#19	3545	-	7F	Chewapreecha3000	-
6630_2#20	4136	-	NT	Chewapreecha3000	-
6630_2#21	4965	-	15A	Chewapreecha3000	-
6630_2#22	SLV3735	-	10B	Chewapreecha3000	-
6630_2#23	SLV3735	-	10B	Chewapreecha3000	-
6630_2#24	5120	-	4	Chewapreecha3000	-
6630_3#1	4422	-	6B	Chewapreecha3000	-
6630_3#2	4422	-	6B	Chewapreecha3000	-
6630_3#3	4414	-	19F	Chewapreecha3000	-
6630_3#4	4389	-	3	Chewapreecha3000	-
6630_3#5	4209	-	15B	Chewapreecha3000	-
6630_3#6	236	-	19F	Chewapreecha3000	-
6630_3#7	315	-	6B	Chewapreecha3000	-
6630_3#8	315	-	6B	Chewapreecha3000	-
6630_3#9	315	-	6B	Chewapreecha3000	-
6630_3#10	5095	-	19B	Chewapreecha3000	-
6630_3#11	SLV172	-	23F	Chewapreecha3000	-
6630_3#12	4391	-	NT	Chewapreecha3000	-
6630_3#13	4965	-	15A	Chewapreecha3000	-
6630_3#14	180	-	3	Chewapreecha3000	-
6630_3#15	4418	-	35F	Chewapreecha3000	-
6630_3#16	4389	-	3	Chewapreecha3000	-
6630_3#17	4133	-	NT	Chewapreecha3000	-
6630_3#18	4413	-	23F	Chewapreecha3000	-
6630_3#19	99	-	11A	Chewapreecha3000	-
6630_3#20	4420	-	6C	Chewapreecha3000	-
6630_3#21	DLV8406	-	19B	Chewapreecha3000	-
6630_3#22	4414	-	19F	Chewapreecha3000	-
6630_3#23	4133	-	NT	Chewapreecha3000	-
6630_3#24	SLV315	-	6A	Chewapreecha3000	-
6630_4#1	6149	-	16F	Chewapreecha3000	-
6630_4#2	4936	-	6A	Chewapreecha3000	-
6630_4#3	6692	-	33B	Chewapreecha3000	-
6630_4#4	2752	-	35C	Chewapreecha3000	-
6630_4#5	4133	-	NT	Chewapreecha3000	-
6630_4#6	447	-	37	Chewapreecha3000	-
6630_4#7	4411	-	NT	Chewapreecha3000	-
6630_4#8	6711	-	35F	Chewapreecha3000	-
6630_4#9	6703	-	6B	Chewapreecha3000	-
6630_4#10	3735	-	10B	Chewapreecha3000	-
6630_4#11	5099	-	4	Chewapreecha3000	-
6630_4#12	2624	-	23F	Chewapreecha3000	-
6630_4#13	448	-	NT	Chewapreecha3000	-
6630_4#14	4414	-	19F	Chewapreecha3000	-
6630_4#15	1439	-	34	Chewapreecha3000	-
6630_4#16	DLV1961	-	15B	Chewapreecha3000	-
6630_4#17	1439	-	34	Chewapreecha3000	-
6630_4#18	63	-	14	Chewapreecha3000	-
6630_4#19	4136	-	NT	Chewapreecha3000	-
6630_4#20	4136	-	NT	Chewapreecha3000	-
6630_4#21	5120	-	4	Chewapreecha3000	-
6630_4#22	4209	-	15B	Chewapreecha3000	-
6630_4#23	4133	-	NT	Chewapreecha3000	-
6630_4#24	63	-	14	Chewapreecha3000	-
6631_1#1	989	-	46	Chewapreecha3000	-
6631_1#2	4396	-	NT	Chewapreecha3000	-
6631_1#3	315	-	6A	Chewapreecha3000	-
6631_1#4	4404	-	6B	Chewapreecha3000	-
6631_1#5	4965	-	15A	Chewapreecha3000	-
6631_1#6	4138	-	NT	Chewapreecha3000	-
6631_1#7	63	-	14	Chewapreecha3000	-
6631_1#8	338	-	23A	Chewapreecha3000	-
6631_1#9	802	-	23F	Chewapreecha3000	-
6631_1#11	4395	-	14	Chewapreecha3000	-
6631_1#12	4395	-	14	Chewapreecha3000	-
6631_1#13	910	-	22A	Chewapreecha3000	-
6631_1#14	4965	-	15A	Chewapreecha3000	-
6631_1#15	5096	-	33C	Chewapreecha3000	-
6631_1#16	5107	-	NT	Chewapreecha3000	-
6631_1#17	1439	-	34	Chewapreecha3000	-
6631_1#18	5092	-	32F	Chewapreecha3000	-
6631_1#19	156	-	9V	Chewapreecha3000	-
6631_1#20	6692	-	33D	Chewapreecha3000	-
